current_points,offences_last_12m,minor_offences,moderate_offences,severe_offences,days_since_last_offence,avg_days_between_offences,years_since_licence_issue,suspension_proximity,stability_index,trend_encoded,label
3.0,0,0,0,0,268.0,48.0,1.0,0.2,92.0,0,0
0.0,1,0,0,0,316.0,65.0,16.0,0.0,100.0,0,0
4.0,1,0,0,0,332.0,106.0,1.0,0.2666666666666666,89.33333333333333,0,0
7.0,3,1,1,0,0.0,65.0,12.0,0.4666666666666667,75.33333333333333,1,1
0.0,0,0,0,0,227.0,132.0,17.0,0.0,100.0,0,0
10.0,2,2,0,0,120.0,87.0,17.0,0.6666666666666666,69.33333333333334,1,1
3.0,0,0,0,0,212.0,73.0,10.0,0.2,92.0,0,0
3.0,0,0,0,0,236.0,137.0,2.0,0.2,92.0,0,0
3.0,3,0,2,0,90.0,110.0,4.0,0.2,84.0,1,0
6.0,2,2,0,0,30.0,51.0,8.0,0.4,80.0,1,0
4.0,1,1,0,0,150.0,117.0,11.0,0.2666666666666666,87.33333333333333,1,0
3.0,0,0,1,0,120.0,107.0,4.0,0.2,88.0,1,0
4.0,1,1,0,0,120.0,104.0,25.0,0.2666666666666666,87.33333333333333,1,0
4.0,0,0,0,0,284.0,111.0,13.0,0.2666666666666666,89.33333333333333,0,0
13.0,7,0,3,3,0.0,38.0,21.0,0.8666666666666667,35.33333333333333,1,1
10.0,0,0,0,1,60.0,67.0,13.0,0.6666666666666666,67.33333333333334,1,1
4.0,1,1,0,0,60.0,65.0,14.0,0.2666666666666666,87.33333333333333,1,0
2.0,1,2,0,0,0.0,113.0,8.0,0.1333333333333333,90.66666666666669,1,0
6.0,1,1,0,0,90.0,37.0,12.0,0.4,82.0,1,0
8.0,1,0,1,0,0.0,94.0,4.0,0.5333333333333333,74.66666666666667,1,0
4.0,0,0,0,0,210.0,59.0,5.0,0.2666666666666666,89.33333333333333,0,0
8.0,1,1,1,0,90.0,107.0,11.0,0.5333333333333333,72.66666666666667,1,1
4.0,1,0,0,0,220.0,102.0,10.0,0.2666666666666666,89.33333333333333,0,0
1.0,1,0,0,0,211.0,46.0,20.0,0.0666666666666666,97.33333333333331,0,0
0.0,1,0,0,0,203.0,62.0,21.0,0.0,100.0,0,1
3.0,0,0,0,0,301.0,113.0,3.0,0.2,92.0,0,0
7.0,1,0,0,0,360.0,78.0,23.0,0.4666666666666667,81.33333333333333,0,0
3.0,1,1,0,0,60.0,116.0,25.0,0.2,90.0,1,0
6.0,1,1,0,0,90.0,63.0,24.0,0.4,82.0,1,0
12.0,4,0,4,0,0.0,62.0,10.0,0.8,52.0,1,1
1.0,2,1,0,1,0.0,103.0,9.0,0.0666666666666666,89.33333333333333,1,0
1.0,1,0,0,0,306.0,108.0,15.0,0.0666666666666666,97.33333333333331,0,0
8.0,1,0,2,0,60.0,99.0,23.0,0.5333333333333333,70.66666666666667,1,1
4.0,0,0,0,0,327.0,131.0,9.0,0.2666666666666666,89.33333333333333,0,0
6.0,0,0,0,0,353.0,72.0,11.0,0.4,84.0,0,0
3.0,0,0,0,0,253.0,54.0,13.0,0.2,92.0,0,0
3.0,1,1,0,0,120.0,111.0,19.0,0.2,90.0,1,0
11.0,3,1,2,1,0.0,14.0,25.0,0.7333333333333333,54.66666666666667,1,1
5.0,3,3,0,0,90.0,75.0,12.0,0.3333333333333333,80.66666666666667,1,1
1.0,0,0,0,0,288.0,144.0,19.0,0.0666666666666666,97.33333333333331,0,0
3.0,1,1,0,0,120.0,40.0,10.0,0.2,90.0,1,0
8.0,1,1,0,0,150.0,71.0,10.0,0.5333333333333333,76.66666666666667,1,0
3.0,0,0,0,0,265.0,103.0,18.0,0.2,92.0,0,0
8.0,3,2,0,0,60.0,67.0,18.0,0.5333333333333333,74.66666666666667,1,1
4.0,0,0,0,0,314.0,100.0,3.0,0.2666666666666666,89.33333333333333,0,0
2.0,1,0,1,0,60.0,104.0,15.0,0.1333333333333333,90.66666666666669,1,0
1.0,1,0,0,0,281.0,103.0,16.0,0.0666666666666666,97.33333333333331,0,0
10.0,3,1,1,1,0.0,97.0,14.0,0.6666666666666666,61.33333333333334,1,1
1.0,0,0,0,0,329.0,81.0,9.0,0.0666666666666666,97.33333333333331,0,0
1.0,0,0,0,0,185.0,94.0,7.0,0.0666666666666666,97.33333333333331,0,0
1.0,1,0,0,0,250.0,118.0,21.0,0.0666666666666666,97.33333333333331,0,0
10.0,2,1,1,0,120.0,62.0,3.0,0.6666666666666666,67.33333333333334,1,1
8.0,0,0,0,0,201.0,41.0,6.0,0.5333333333333333,78.66666666666667,0,0
8.0,4,0,2,1,0.0,84.0,11.0,0.5333333333333333,64.66666666666667,1,1
6.0,1,0,0,1,90.0,27.0,21.0,0.4,78.0,1,1
7.0,2,1,1,1,0.0,99.0,17.0,0.4666666666666667,69.33333333333333,1,1
1.0,1,0,0,0,295.0,90.0,2.0,0.0666666666666666,97.33333333333331,0,0
14.0,4,1,0,2,0.0,53.0,4.0,0.9333333333333332,48.66666666666666,1,1
0.0,0,0,0,0,205.0,75.0,1.0,0.0,100.0,0,0
8.0,4,1,1,2,0.0,59.0,4.0,0.5333333333333333,60.66666666666667,1,1
0.0,0,0,0,0,255.0,120.0,12.0,0.0,100.0,0,0
1.0,0,0,0,0,193.0,72.0,4.0,0.0666666666666666,97.33333333333331,0,0
3.0,4,1,2,0,60.0,89.0,23.0,0.2,82.0,1,1
2.0,1,0,0,0,247.0,110.0,21.0,0.1333333333333333,94.66666666666669,0,0
4.0,0,0,0,0,187.0,60.0,20.0,0.2666666666666666,89.33333333333333,0,0
12.0,3,2,0,1,0.0,76.0,24.0,0.8,58.0,1,1
0.0,0,0,0,0,259.0,115.0,6.0,0.0,100.0,0,0
11.0,1,1,1,0,30.0,36.0,17.0,0.7333333333333333,64.66666666666667,1,1
0.0,0,0,0,0,312.0,52.0,11.0,0.0,100.0,0,0
4.0,2,1,0,0,0.0,47.0,19.0,0.2666666666666666,87.33333333333333,1,0
4.0,1,0,0,1,30.0,93.0,1.0,0.2666666666666666,83.33333333333333,1,0
7.0,2,0,0,1,60.0,66.0,22.0,0.4666666666666667,75.33333333333333,1,1
4.0,0,0,0,0,264.0,118.0,22.0,0.2666666666666666,89.33333333333333,0,0
7.0,0,1,0,0,150.0,40.0,16.0,0.4666666666666667,79.33333333333333,1,0
8.0,0,0,0,0,236.0,111.0,12.0,0.5333333333333333,78.66666666666667,0,0
14.0,2,0,2,1,30.0,76.0,7.0,0.9333333333333332,48.66666666666666,1,1
12.0,2,1,1,1,30.0,56.0,9.0,0.8,56.0,1,1
7.0,2,0,0,1,120.0,50.0,22.0,0.4666666666666667,75.33333333333333,1,1
14.0,0,1,0,0,0.0,87.0,13.0,0.9333333333333332,60.66666666666666,1,1
3.0,3,1,1,0,30.0,65.0,10.0,0.2,86.0,1,0
14.0,3,2,0,1,0.0,60.0,19.0,0.9333333333333332,52.66666666666666,1,1
0.0,1,0,0,0,211.0,130.0,22.0,0.0,100.0,0,0
0.0,0,0,0,0,223.0,62.0,18.0,0.0,100.0,0,0
7.0,1,0,1,0,150.0,79.0,8.0,0.4666666666666667,77.33333333333333,1,0
7.0,3,2,0,0,60.0,105.0,21.0,0.4666666666666667,77.33333333333333,1,1
10.0,6,0,0,6,0.0,55.0,17.0,0.6666666666666666,37.33333333333334,1,1
8.0,0,0,0,1,60.0,75.0,14.0,0.5333333333333333,72.66666666666667,1,1
1.0,0,1,0,0,60.0,57.0,14.0,0.0666666666666666,95.33333333333331,1,0
6.0,2,1,0,0,0.0,47.0,6.0,0.4,82.0,1,0
4.0,0,0,0,0,247.0,62.0,19.0,0.2666666666666666,89.33333333333333,0,0
6.0,1,0,0,0,205.0,79.0,4.0,0.4,84.0,0,0
11.0,4,2,2,0,0.0,87.0,9.0,0.7333333333333333,58.66666666666667,1,1
6.0,0,0,0,0,237.0,133.0,17.0,0.4,84.0,0,0
8.0,1,0,1,0,60.0,43.0,17.0,0.5333333333333333,74.66666666666667,1,0
9.0,2,0,2,0,0.0,74.0,2.0,0.6,68.0,1,1
2.0,1,0,1,0,60.0,90.0,23.0,0.1333333333333333,90.66666666666669,1,0
4.0,1,0,0,0,267.0,63.0,9.0,0.2666666666666666,89.33333333333333,0,0
8.0,0,0,1,0,150.0,112.0,22.0,0.5333333333333333,74.66666666666667,1,0
0.0,0,0,0,0,329.0,84.0,25.0,0.0,100.0,0,0
12.0,0,0,0,0,350.0,124.0,8.0,0.8,68.0,0,0
2.0,0,0,0,0,288.0,57.0,9.0,0.1333333333333333,94.66666666666669,0,0
2.0,0,0,0,0,322.0,66.0,3.0,0.1333333333333333,94.66666666666669,0,0
3.0,1,1,1,0,30.0,36.0,10.0,0.2,86.0,1,0
0.0,1,0,0,0,186.0,118.0,15.0,0.0,100.0,0,0
10.0,4,0,1,3,30.0,55.0,11.0,0.6666666666666666,51.33333333333334,1,1
3.0,0,0,0,0,302.0,136.0,14.0,0.2,92.0,0,0
0.0,0,0,0,0,338.0,70.0,14.0,0.0,100.0,0,0
7.0,0,1,0,0,90.0,42.0,17.0,0.4666666666666667,79.33333333333333,1,0
0.0,0,0,0,0,281.0,141.0,12.0,0.0,100.0,0,0
11.0,0,0,0,1,120.0,113.0,20.0,0.7333333333333333,64.66666666666667,1,1
3.0,1,0,1,0,120.0,95.0,6.0,0.2,88.0,1,0
3.0,1,0,0,0,330.0,103.0,15.0,0.2,92.0,0,0
3.0,1,0,0,0,228.0,68.0,23.0,0.2,92.0,0,0
9.0,1,1,1,0,60.0,20.0,19.0,0.6,70.0,1,1
3.0,3,1,0,1,60.0,85.0,21.0,0.2,84.0,1,1
4.0,1,1,0,0,0.0,76.0,15.0,0.2666666666666666,87.33333333333333,1,0
11.0,4,0,1,3,0.0,74.0,1.0,0.7333333333333333,48.66666666666667,1,1
11.0,6,3,2,0,0.0,88.0,8.0,0.7333333333333333,56.66666666666667,1,1
11.0,5,0,2,3,0.0,28.0,13.0,0.7333333333333333,44.66666666666667,1,1
7.0,1,0,1,0,150.0,56.0,20.0,0.4666666666666667,77.33333333333333,1,0
6.0,1,1,0,1,90.0,92.0,14.0,0.4,76.0,1,1
12.0,0,0,1,0,150.0,74.0,5.0,0.8,64.0,1,1
0.0,0,0,0,0,305.0,64.0,3.0,0.0,100.0,0,0
8.0,1,1,0,1,120.0,44.0,7.0,0.5333333333333333,70.66666666666667,1,1
4.0,1,0,0,1,30.0,83.0,17.0,0.2666666666666666,83.33333333333333,1,0
2.0,0,0,0,0,213.0,129.0,24.0,0.1333333333333333,94.66666666666669,0,0
6.0,2,1,1,0,0.0,88.0,24.0,0.4,78.0,1,0
11.0,2,1,0,1,30.0,85.0,14.0,0.7333333333333333,62.66666666666667,1,1
12.0,2,0,2,0,30.0,56.0,22.0,0.8,60.0,1,1
5.0,0,0,0,0,191.0,120.0,11.0,0.3333333333333333,86.66666666666667,0,0
11.0,2,0,0,2,90.0,94.0,22.0,0.7333333333333333,58.66666666666667,1,1
4.0,2,0,1,0,60.0,72.0,18.0,0.2666666666666666,85.33333333333333,1,0
6.0,2,0,1,0,0.0,64.0,5.0,0.4,80.0,1,0
8.0,0,0,0,0,302.0,67.0,23.0,0.5333333333333333,78.66666666666667,0,0
1.0,0,0,0,0,281.0,109.0,18.0,0.0666666666666666,97.33333333333331,0,0
0.0,0,0,0,0,216.0,70.0,14.0,0.0,100.0,0,0
11.0,4,1,1,2,0.0,86.0,23.0,0.7333333333333333,52.66666666666667,1,1
1.0,2,1,0,0,60.0,118.0,2.0,0.0666666666666666,95.33333333333331,1,0
4.0,1,1,0,0,30.0,90.0,6.0,0.2666666666666666,87.33333333333333,1,0
12.0,2,0,2,0,120.0,98.0,17.0,0.8,60.0,1,1
6.0,0,1,0,0,120.0,44.0,16.0,0.4,82.0,1,0
4.0,1,0,0,1,0.0,50.0,25.0,0.2666666666666666,83.33333333333333,1,0
0.0,2,1,0,0,150.0,50.0,12.0,0.0,98.0,1,0
4.0,1,0,1,0,60.0,114.0,14.0,0.2666666666666666,85.33333333333333,1,0
0.0,0,0,0,0,314.0,81.0,23.0,0.0,100.0,0,0
6.0,1,0,1,0,150.0,41.0,13.0,0.4,80.0,1,0
13.0,5,1,0,4,0.0,32.0,22.0,0.8666666666666667,39.33333333333333,1,1
4.0,0,0,0,0,242.0,116.0,4.0,0.2666666666666666,89.33333333333333,0,0
0.0,1,1,0,0,0.0,33.0,13.0,0.0,98.0,1,0
6.0,0,0,0,0,293.0,134.0,3.0,0.4,84.0,0,0
3.0,1,0,1,0,30.0,117.0,8.0,0.2,88.0,1,0
1.0,0,0,0,0,222.0,119.0,5.0,0.0666666666666666,97.33333333333331,0,0
3.0,0,0,0,0,263.0,117.0,19.0,0.2,92.0,0,0
3.0,1,1,0,0,120.0,63.0,21.0,0.2,90.0,1,0
4.0,0,0,0,0,262.0,83.0,4.0,0.2666666666666666,89.33333333333333,0,0
8.0,3,2,0,0,60.0,101.0,18.0,0.5333333333333333,74.66666666666667,1,0
8.0,4,0,1,2,30.0,44.0,17.0,0.5333333333333333,62.66666666666667,1,1
4.0,0,0,0,0,296.0,121.0,24.0,0.2666666666666666,89.33333333333333,0,0
3.0,0,0,0,0,228.0,104.0,11.0,0.2,92.0,0,0
5.0,1,1,0,0,30.0,117.0,7.0,0.3333333333333333,84.66666666666667,1,0
0.0,2,1,0,0,150.0,36.0,6.0,0.0,98.0,1,0
3.0,2,2,0,0,60.0,39.0,3.0,0.2,88.0,1,0
4.0,2,0,1,0,90.0,63.0,21.0,0.2666666666666666,85.33333333333333,1,0
8.0,5,2,3,0,0.0,76.0,14.0,0.5333333333333333,62.66666666666667,1,0
10.0,4,1,2,0,0.0,98.0,13.0,0.6666666666666666,63.33333333333334,1,1
1.0,0,0,0,0,283.0,94.0,2.0,0.0666666666666666,97.33333333333331,0,0
2.0,0,0,0,0,249.0,131.0,6.0,0.1333333333333333,94.66666666666669,0,0
3.0,1,0,0,1,90.0,60.0,22.0,0.2,86.0,1,0
8.0,1,0,1,0,30.0,95.0,22.0,0.5333333333333333,74.66666666666667,1,0
8.0,1,0,0,1,120.0,27.0,23.0,0.5333333333333333,72.66666666666667,1,1
0.0,1,1,0,0,30.0,69.0,14.0,0.0,98.0,1,0
7.0,1,0,0,0,259.0,91.0,13.0,0.4666666666666667,81.33333333333333,0,0
3.0,0,0,0,0,190.0,98.0,10.0,0.2,92.0,0,0
6.0,0,0,0,0,259.0,133.0,19.0,0.4,84.0,0,0
6.0,0,0,0,0,340.0,102.0,18.0,0.4,84.0,0,0
0.0,0,0,0,0,241.0,60.0,8.0,0.0,100.0,0,0
11.0,3,0,0,2,90.0,109.0,12.0,0.7333333333333333,58.66666666666667,1,1
11.0,3,1,0,2,0.0,45.0,3.0,0.7333333333333333,56.66666666666667,1,1
8.0,2,1,1,0,0.0,48.0,17.0,0.5333333333333333,72.66666666666667,1,1
4.0,2,1,0,0,90.0,88.0,6.0,0.2666666666666666,87.33333333333333,1,0
7.0,2,1,1,0,90.0,31.0,1.0,0.4666666666666667,75.33333333333333,1,0
2.0,0,0,0,0,275.0,118.0,4.0,0.1333333333333333,94.66666666666669,0,0
6.0,1,0,1,0,150.0,58.0,13.0,0.4,80.0,1,0
14.0,4,0,3,1,0.0,95.0,14.0,0.9333333333333332,44.66666666666666,1,1
1.0,1,0,0,0,226.0,68.0,21.0,0.0666666666666666,97.33333333333331,0,0
9.0,3,0,2,1,0.0,90.0,25.0,0.6,62.0,1,1
9.0,2,0,1,0,120.0,78.0,10.0,0.6,72.0,1,0
7.0,3,1,2,0,0.0,37.0,24.0,0.4666666666666667,71.33333333333333,1,1
6.0,1,0,0,0,292.0,48.0,8.0,0.4,84.0,0,0
0.0,0,0,0,0,262.0,53.0,4.0,0.0,100.0,0,0
0.0,0,0,0,0,341.0,82.0,21.0,0.0,100.0,0,0
1.0,0,0,0,0,270.0,62.0,2.0,0.0666666666666666,97.33333333333331,0,0
8.0,1,0,1,0,120.0,78.0,13.0,0.5333333333333333,74.66666666666667,1,0
0.0,0,0,0,0,280.0,136.0,5.0,0.0,100.0,0,0
10.0,1,1,1,0,30.0,70.0,16.0,0.6666666666666666,67.33333333333334,1,1
3.0,0,0,0,0,352.0,56.0,23.0,0.2,92.0,0,0
11.0,2,2,0,0,90.0,40.0,5.0,0.7333333333333333,66.66666666666667,1,1
11.0,3,2,0,2,0.0,84.0,3.0,0.7333333333333333,54.66666666666667,1,1
10.0,2,3,0,0,0.0,47.0,7.0,0.6666666666666666,67.33333333333334,1,1
4.0,1,0,0,1,60.0,37.0,3.0,0.2666666666666666,83.33333333333333,1,0
0.0,1,1,0,0,30.0,62.0,7.0,0.0,98.0,1,0
12.0,2,2,0,0,0.0,56.0,5.0,0.8,64.0,1,1
8.0,4,2,2,0,0.0,24.0,1.0,0.5333333333333333,66.66666666666667,1,1
6.0,2,1,1,0,0.0,109.0,19.0,0.4,78.0,1,1
3.0,0,0,0,0,271.0,118.0,16.0,0.2,92.0,0,0
11.0,4,1,1,1,0.0,62.0,24.0,0.7333333333333333,58.66666666666667,1,1
4.0,1,0,0,0,239.0,122.0,22.0,0.2666666666666666,89.33333333333333,0,0
2.0,1,0,0,0,284.0,128.0,14.0,0.1333333333333333,94.66666666666669,0,0
7.0,1,2,0,0,60.0,34.0,12.0,0.4666666666666667,77.33333333333333,1,0
5.0,4,2,1,0,0.0,59.0,22.0,0.3333333333333333,78.66666666666667,1,1
3.0,1,0,0,0,192.0,127.0,2.0,0.2,92.0,0,0
8.0,2,1,1,1,60.0,56.0,19.0,0.5333333333333333,66.66666666666667,1,1
3.0,1,0,0,0,335.0,54.0,2.0,0.2,92.0,0,0
11.0,4,2,2,0,30.0,85.0,8.0,0.7333333333333333,58.66666666666667,1,1
0.0,0,0,0,0,233.0,62.0,16.0,0.0,100.0,0,0
13.0,3,1,2,0,0.0,51.0,1.0,0.8666666666666667,55.33333333333333,1,1
10.0,6,3,0,2,0.0,93.0,18.0,0.6666666666666666,55.33333333333334,1,1
2.0,0,0,0,0,209.0,39.0,11.0,0.1333333333333333,94.66666666666669,0,0
10.0,3,0,1,1,90.0,62.0,17.0,0.6666666666666666,63.33333333333334,1,1
9.0,2,0,1,1,0.0,40.0,12.0,0.6,66.0,1,1
0.0,1,2,0,0,90.0,86.0,6.0,0.0,96.0,1,0
11.0,3,1,1,1,0.0,97.0,5.0,0.7333333333333333,58.66666666666667,1,1
1.0,1,1,0,0,150.0,114.0,21.0,0.0666666666666666,95.33333333333331,1,0
6.0,3,2,2,0,30.0,55.0,6.0,0.4,72.0,1,1
0.0,1,0,0,0,303.0,93.0,19.0,0.0,100.0,0,0
2.0,1,0,1,0,150.0,59.0,14.0,0.1333333333333333,90.66666666666669,1,0
3.0,1,0,0,0,356.0,112.0,2.0,0.2,92.0,0,0
2.0,1,0,0,0,247.0,137.0,14.0,0.1333333333333333,94.66666666666669,0,1
7.0,1,0,1,0,120.0,74.0,12.0,0.4666666666666667,77.33333333333333,1,0
4.0,0,0,0,0,241.0,127.0,24.0,0.2666666666666666,89.33333333333333,0,0
1.0,1,0,0,0,215.0,106.0,11.0,0.0666666666666666,97.33333333333331,0,0
4.0,0,0,0,0,194.0,108.0,25.0,0.2666666666666666,89.33333333333333,0,0
6.0,1,1,0,0,150.0,103.0,11.0,0.4,82.0,1,0
12.0,4,3,1,0,30.0,66.0,21.0,0.8,58.0,1,0
4.0,0,0,0,0,355.0,75.0,13.0,0.2666666666666666,89.33333333333333,0,0
7.0,1,2,0,0,90.0,44.0,4.0,0.4666666666666667,77.33333333333333,1,0
8.0,1,0,1,0,120.0,116.0,6.0,0.5333333333333333,74.66666666666667,1,0
14.0,2,1,1,0,60.0,50.0,20.0,0.9333333333333332,56.66666666666666,1,1
9.0,1,1,1,0,60.0,61.0,14.0,0.6,70.0,1,1
7.0,1,0,0,0,256.0,130.0,18.0,0.4666666666666667,81.33333333333333,0,0
9.0,2,1,1,0,0.0,77.0,8.0,0.6,70.0,1,1
10.0,4,1,1,3,0.0,81.0,14.0,0.6666666666666666,49.33333333333334,1,1
8.0,0,0,1,0,30.0,83.0,8.0,0.5333333333333333,74.66666666666667,1,0
6.0,1,1,1,0,0.0,51.0,23.0,0.4,78.0,1,1
8.0,1,1,0,0,30.0,109.0,11.0,0.5333333333333333,76.66666666666667,1,0
7.0,1,1,0,0,30.0,123.0,24.0,0.4666666666666667,79.33333333333333,1,0
3.0,1,1,0,0,30.0,102.0,4.0,0.2,90.0,1,0
3.0,0,0,0,0,262.0,104.0,2.0,0.2,92.0,0,0
8.0,3,2,1,0,0.0,34.0,24.0,0.5333333333333333,70.66666666666667,1,1
9.0,3,1,2,0,0.0,52.0,17.0,0.6,66.0,1,1
5.0,0,1,0,0,120.0,82.0,25.0,0.3333333333333333,84.66666666666667,1,0
3.0,1,0,0,0,192.0,75.0,6.0,0.2,92.0,0,0
12.0,1,1,0,1,0.0,29.0,14.0,0.8,60.0,1,1
6.0,1,1,0,0,90.0,113.0,3.0,0.4,82.0,1,0
3.0,1,0,1,0,30.0,63.0,1.0,0.2,88.0,1,0
6.0,1,0,0,1,30.0,57.0,8.0,0.4,78.0,1,0
2.0,0,0,0,0,219.0,79.0,24.0,0.1333333333333333,94.66666666666669,0,0
11.0,2,2,0,0,0.0,81.0,13.0,0.7333333333333333,66.66666666666667,1,1
8.0,1,0,0,0,199.0,72.0,3.0,0.5333333333333333,78.66666666666667,0,0
7.0,2,1,1,1,0.0,45.0,22.0,0.4666666666666667,69.33333333333333,1,1
7.0,0,0,1,0,60.0,100.0,25.0,0.4666666666666667,77.33333333333333,1,0
1.0,0,0,0,0,228.0,102.0,18.0,0.0666666666666666,97.33333333333331,0,0
12.0,2,0,1,0,60.0,100.0,3.0,0.8,64.0,1,1
9.0,3,2,1,0,0.0,100.0,6.0,0.6,68.0,1,1
14.0,4,0,2,1,30.0,105.0,5.0,0.9333333333333332,48.66666666666666,1,1
2.0,0,0,0,0,198.0,116.0,11.0,0.1333333333333333,94.66666666666669,0,0
4.0,0,0,0,0,340.0,76.0,7.0,0.2666666666666666,89.33333333333333,0,0
0.0,0,0,0,0,281.0,64.0,3.0,0.0,100.0,0,0
5.0,0,0,0,0,181.0,88.0,24.0,0.3333333333333333,86.66666666666667,0,0
8.0,2,2,0,0,60.0,45.0,16.0,0.5333333333333333,74.66666666666667,1,0
6.0,1,1,0,0,0.0,49.0,2.0,0.4,82.0,1,0
14.0,5,2,1,2,0.0,11.0,20.0,0.9333333333333332,42.66666666666666,1,1
11.0,5,1,1,3,0.0,80.0,18.0,0.7333333333333333,46.66666666666667,1,1
6.0,2,0,1,1,30.0,76.0,14.0,0.4,74.0,1,1
6.0,2,2,0,1,0.0,90.0,9.0,0.4,74.0,1,1
4.0,0,0,0,0,273.0,131.0,4.0,0.2666666666666666,89.33333333333333,0,0
1.0,0,0,0,0,332.0,142.0,24.0,0.0666666666666666,97.33333333333331,0,0
7.0,0,0,0,0,302.0,107.0,24.0,0.4666666666666667,81.33333333333333,0,0
4.0,0,0,0,0,202.0,119.0,11.0,0.2666666666666666,89.33333333333333,0,0
6.0,0,0,0,0,311.0,55.0,19.0,0.4,84.0,0,0
4.0,1,0,0,0,329.0,108.0,16.0,0.2666666666666666,89.33333333333333,0,0
1.0,0,0,0,0,256.0,86.0,17.0,0.0666666666666666,97.33333333333331,0,0
7.0,0,0,1,0,90.0,52.0,24.0,0.4666666666666667,77.33333333333333,1,0
3.0,1,1,0,0,90.0,58.0,15.0,0.2,90.0,1,0
4.0,1,0,0,0,215.0,131.0,5.0,0.2666666666666666,89.33333333333333,0,0
8.0,3,2,2,0,0.0,69.0,2.0,0.5333333333333333,66.66666666666667,1,1
7.0,2,1,1,0,90.0,40.0,8.0,0.4666666666666667,75.33333333333333,1,1
10.0,1,1,1,0,30.0,110.0,23.0,0.6666666666666666,67.33333333333334,1,1
7.0,2,0,2,0,60.0,89.0,12.0,0.4666666666666667,73.33333333333333,1,1
3.0,0,0,0,0,219.0,74.0,20.0,0.2,92.0,0,0
5.0,0,0,0,0,210.0,120.0,11.0,0.3333333333333333,86.66666666666667,0,0
2.0,0,0,0,0,316.0,65.0,7.0,0.1333333333333333,94.66666666666669,0,0
0.0,2,1,0,0,120.0,51.0,5.0,0.0,98.0,1,0
7.0,1,1,0,0,30.0,55.0,7.0,0.4666666666666667,79.33333333333333,1,0
4.0,1,1,0,0,0.0,67.0,12.0,0.2666666666666666,87.33333333333333,1,0
3.0,0,0,0,0,285.0,93.0,1.0,0.2,92.0,0,0
4.0,1,0,0,0,360.0,66.0,12.0,0.2666666666666666,89.33333333333333,0,0
12.0,4,1,1,1,0.0,69.0,12.0,0.8,56.0,1,1
11.0,4,1,2,1,30.0,95.0,12.0,0.7333333333333333,54.66666666666667,1,1
11.0,2,2,1,0,30.0,71.0,16.0,0.7333333333333333,62.66666666666667,1,1
4.0,0,0,0,0,324.0,87.0,5.0,0.2666666666666666,89.33333333333333,0,0
3.0,1,1,0,0,120.0,73.0,15.0,0.2,90.0,1,0
4.0,0,0,0,0,313.0,120.0,7.0,0.2666666666666666,89.33333333333333,0,0
9.0,2,1,1,0,0.0,98.0,14.0,0.6,70.0,1,1
4.0,0,0,1,0,0.0,117.0,8.0,0.2666666666666666,85.33333333333333,1,0
1.0,0,0,0,0,359.0,127.0,4.0,0.0666666666666666,97.33333333333331,0,0
8.0,1,0,0,1,60.0,60.0,14.0,0.5333333333333333,72.66666666666667,1,1
10.0,2,1,2,0,0.0,36.0,3.0,0.6666666666666666,63.33333333333334,1,1
11.0,5,0,2,2,0.0,54.0,3.0,0.7333333333333333,50.66666666666667,1,1
10.0,4,2,1,0,0.0,35.0,6.0,0.6666666666666666,65.33333333333334,1,1
3.0,3,1,2,0,0.0,94.0,21.0,0.2,82.0,1,1
12.0,2,1,1,0,120.0,31.0,9.0,0.8,62.0,1,1
11.0,1,0,1,0,150.0,46.0,5.0,0.7333333333333333,66.66666666666667,1,1
3.0,0,0,0,0,314.0,95.0,24.0,0.2,92.0,0,0
12.0,3,2,0,1,60.0,85.0,18.0,0.8,58.0,1,1
9.0,1,1,0,0,90.0,108.0,25.0,0.6,74.0,1,0
7.0,1,1,0,0,30.0,51.0,11.0,0.4666666666666667,79.33333333333333,1,0
8.0,3,1,0,1,0.0,99.0,6.0,0.5333333333333333,70.66666666666667,1,1
2.0,0,0,0,0,322.0,50.0,16.0,0.1333333333333333,94.66666666666669,0,0
8.0,0,0,0,0,236.0,124.0,15.0,0.5333333333333333,78.66666666666667,0,0
3.0,0,0,0,0,239.0,115.0,8.0,0.2,92.0,0,0
7.0,1,1,0,0,150.0,102.0,16.0,0.4666666666666667,79.33333333333333,1,0
6.0,1,2,0,0,0.0,38.0,17.0,0.4,80.0,1,0
6.0,0,0,0,0,272.0,75.0,10.0,0.4,84.0,0,0
10.0,4,1,1,2,30.0,69.0,10.0,0.6666666666666666,55.33333333333334,1,1
0.0,0,0,0,0,350.0,113.0,4.0,0.0,100.0,0,0
4.0,0,0,0,1,60.0,44.0,11.0,0.2666666666666666,83.33333333333333,1,0
0.0,0,0,0,0,202.0,55.0,16.0,0.0,100.0,0,0
11.0,2,1,0,2,30.0,29.0,6.0,0.7333333333333333,56.66666666666667,1,1
3.0,1,0,0,0,357.0,134.0,14.0,0.2,92.0,0,0
11.0,3,1,0,3,60.0,19.0,10.0,0.7333333333333333,50.66666666666667,1,1
0.0,0,0,0,0,277.0,71.0,19.0,0.0,100.0,0,0
12.0,2,0,0,1,120.0,75.0,22.0,0.8,62.0,1,1
8.0,2,2,1,0,0.0,96.0,20.0,0.5333333333333333,70.66666666666667,1,1
1.0,0,0,0,0,241.0,100.0,11.0,0.0666666666666666,97.33333333333331,0,0
